Trial 0, Params: {'learning_rate': 0.001139778634059735, 'depth': 6, 'colsample_bylevel': 0.27859587653777873, 'min_data_in_leaf': 92, 'l2_leaf_reg': 1.960072468996326, 'grow_policy': 'Depthwise'}, Value: 0.2120176037740107
Trial 300, Params: {'colsample_bylevel': 0.8838620833179018}, Value: 0.8074771136262457
Trial 301, Params: {'colsample_bylevel': 0.958903378257744}, Value: 0.8044521386414537
Trial 302, Params: {'colsample_bylevel': 0.9285859018137742}, Value: 0.8040590787793406
Trial 303, Params: {'colsample_bylevel': 0.8929692964407516}, Value: 0.8060586475420521
Trial 304, Params: {'colsample_bylevel': 0.8198256105366747}, Value: 0.8022608650048225
Trial 305, Params: {'colsample_bylevel': 0.9989851035599864}, Value: 0.8021515230040211
Trial 306, Params: {'colsample_bylevel': 0.9527453591958329}, Value: 0.806628107279254
Trial 307, Params: {'colsample_bylevel': 0.4574235780956526}, Value: 0.8010552667634103
Trial 308, Params: {'colsample_bylevel': 0.9169677431657747}, Value: 0.8059365207577631
Trial 309, Params: {'colsample_bylevel': 0.9391191591420499}, Value: 0.8002251161103237
Trial 310, Params: {'colsample_bylevel': 0.7863226920056477}, Value: 0.8028854003963847
Trial 311, Params: {'colsample_bylevel': 0.8663364876833363}, Value: 0.8017022958034297
Trial 312, Params: {'colsample_bylevel': 0.9838765132356388}, Value: 0.8079017880962228
Trial 313, Params: {'colsample_bylevel': 0.9029823115523711}, Value: 0.8028087826756606
Trial 314, Params: {'colsample_bylevel': 0.9641230935160054}, Value: 0.8027188447811591
Trial 315, Params: {'colsample_bylevel': 0.8465275494720578}, Value: 0.8062685975133981
Trial 316, Params: {'colsample_bylevel': 0.9295954667748485}, Value: 0.8033409115256352
Trial 317, Params: {'colsample_bylevel': 0.8004333704301922}, Value: 0.8072216636340415
Trial 318, Params: {'colsample_bylevel': 0.8777684226734225}, Value: 0.8074307133661514
Trial 319, Params: {'colsample_bylevel': 0.9450790328580698}, Value: 0.8085658740336255
Trial 320, Params: {'colsample_bylevel': 0.9034341029864008}, Value: 0.8077547572742916
Trial 321, Params: {'colsample_bylevel': 0.7657716929236491}, Value: 0.8088351427077006
Trial 322, Params: {'colsample_bylevel': 0.9731057016771206}, Value: 0.806838679528936
Trial 323, Params: {'colsample_bylevel': 0.918922881195468}, Value: 0.8086848209425934
Trial 324, Params: {'colsample_bylevel': 0.9489834894869845}, Value: 0.804846685750244
Trial 325, Params: {'colsample_bylevel': 0.8283914162983674}, Value: 0.8038511986860243
Trial 326, Params: {'colsample_bylevel': 0.8899826467379215}, Value: 0.806881100607822
Trial 327, Params: {'colsample_bylevel': 0.9618350811731657}, Value: 0.802160067826374
Trial 328, Params: {'colsample_bylevel': 0.9877847032751854}, Value: 0.802464380640537
Trial 329, Params: {'colsample_bylevel': 0.9338614758699959}, Value: 0.8068786095936484
Trial 330, Params: {'colsample_bylevel': 0.9151943938035081}, Value: 0.8065214043562147
Trial 331, Params: {'colsample_bylevel': 0.8665632598481936}, Value: 0.800648623458942
Trial 332, Params: {'colsample_bylevel': 0.7325522457763456}, Value: 0.8021894435087491
Trial 333, Params: {'colsample_bylevel': 0.897832433811457}, Value: 0.8087797106433456
Trial 334, Params: {'colsample_bylevel': 0.9728369176060941}, Value: 0.8039795543363922
Trial 335, Params: {'colsample_bylevel': 0.9521526942570027}, Value: 0.8082952485603704
Trial 336, Params: {'colsample_bylevel': 0.9348105724267742}, Value: 0.8093898881230525
Trial 337, Params: {'colsample_bylevel': 0.911420047421532}, Value: 0.8072805599878606
Trial 338, Params: {'colsample_bylevel': 0.8442755484980395}, Value: 0.8039264799341916
Trial 339, Params: {'colsample_bylevel': 0.5459790829778141}, Value: 0.7987353680975964
Trial 340, Params: {'colsample_bylevel': 0.9351487243977761}, Value: 0.8074844072669457
Trial 341, Params: {'colsample_bylevel': 0.9817919436875561}, Value: 0.8063779914143933
Trial 342, Params: {'colsample_bylevel': 0.9998700483207821}, Value: 0.8058194938523539
Trial 343, Params: {'colsample_bylevel': 0.8125626883692962}, Value: 0.8071619526631771
Trial 344, Params: {'colsample_bylevel': 0.8830312594580706}, Value: 0.80278671758617
Trial 345, Params: {'colsample_bylevel': 0.785693729917191}, Value: 0.8057274655246103
Trial 346, Params: {'colsample_bylevel': 0.9596477144145944}, Value: 0.808939856362185
Trial 347, Params: {'colsample_bylevel': 0.6218274117128535}, Value: 0.8033258590919097
Trial 348, Params: {'colsample_bylevel': 0.9252942353406086}, Value: 0.8059741214976499
Trial 349, Params: {'colsample_bylevel': 0.8989919455109019}, Value: 0.809054594573445
Trial 350, Params: {'colsample_bylevel': 0.9498737647570832}, Value: 0.8059664534571365
Trial 351, Params: {'colsample_bylevel': 0.9153825758758793}, Value: 0.8047473657196832
Trial 352, Params: {'colsample_bylevel': 0.7536932703015142}, Value: 0.8004222135524136
Trial 353, Params: {'colsample_bylevel': 0.9679686080932917}, Value: 0.8078068901905284
Trial 354, Params: {'colsample_bylevel': 0.8645610654065836}, Value: 0.8016806682382983
Trial 355, Params: {'colsample_bylevel': 0.9360430308708293}, Value: 0.8095319240907024
Trial 356, Params: {'colsample_bylevel': 0.9399801024027994}, Value: 0.8007966918279601
Trial 357, Params: {'colsample_bylevel': 0.9820646543326261}, Value: 0.8031675133753661
Trial 358, Params: {'colsample_bylevel': 0.9537068988128546}, Value: 0.8053933526108936
Trial 359, Params: {'colsample_bylevel': 0.9317836459188599}, Value: 0.8077691032005155
Trial 360, Params: {'colsample_bylevel': 0.969822786794266}, Value: 0.8049055825095636
Trial 361, Params: {'colsample_bylevel': 0.9406072910225922}, Value: 0.8036215062221308
Trial 362, Params: {'colsample_bylevel': 0.7998433712641204}, Value: 0.8040150471952426
Trial 363, Params: {'colsample_bylevel': 0.9621636625727994}, Value: 0.8026955897841846
Trial 364, Params: {'colsample_bylevel': 0.8399028894068069}, Value: 0.8013286726973083
Trial 365, Params: {'colsample_bylevel': 0.9199972496801282}, Value: 0.8039759694345131
Trial 366, Params: {'colsample_bylevel': 0.8865952380768153}, Value: 0.8050717015832488
Trial 367, Params: {'colsample_bylevel': 0.7739715367385793}, Value: 0.8041669482236916
Trial 368, Params: {'colsample_bylevel': 0.9870979964495733}, Value: 0.8069582056275667
Trial 369, Params: {'colsample_bylevel': 0.8265089566092328}, Value: 0.7996570563576391
Trial 370, Params: {'colsample_bylevel': 0.9451377390667968}, Value: 0.8058922556483573
Trial 371, Params: {'colsample_bylevel': 0.9011918083407482}, Value: 0.8070020985084658
Trial 372, Params: {'colsample_bylevel': 0.9641509402884896}, Value: 0.8064685621765241
Trial 373, Params: {'colsample_bylevel': 0.924799257293531}, Value: 0.8088963745686497
Trial 374, Params: {'colsample_bylevel': 0.9797182406228063}, Value: 0.8058217525703514
Trial 375, Params: {'colsample_bylevel': 0.9501197314260528}, Value: 0.8038658175642819
Trial 376, Params: {'colsample_bylevel': 0.8746548062278001}, Value: 0.8038995443664764
Trial 377, Params: {'colsample_bylevel': 0.8547540856728308}, Value: 0.8019486469430268
Trial 378, Params: {'colsample_bylevel': 0.9281128745405182}, Value: 0.8047460768861402
Trial 379, Params: {'colsample_bylevel': 0.9157620679644257}, Value: 0.8047528842411795
Trial 380, Params: {'colsample_bylevel': 0.8101331729953593}, Value: 0.8072462072339288
Trial 381, Params: {'colsample_bylevel': 0.6559967541134529}, Value: 0.8053515590617819
Trial 382, Params: {'colsample_bylevel': 0.5039329815622643}, Value: 0.7933007194836005
Trial 383, Params: {'colsample_bylevel': 0.9013515278753639}, Value: 0.8078056388634159
Trial 384, Params: {'colsample_bylevel': 0.9590098831970003}, Value: 0.8058377002793617
Trial 385, Params: {'colsample_bylevel': 0.9785457269661372}, Value: 0.8085656664432822
Trial 386, Params: {'colsample_bylevel': 0.9394726620083411}, Value: 0.8079912122956013
Trial 387, Params: {'colsample_bylevel': 0.9905190276301351}, Value: 0.8044773805161831
Trial 388, Params: {'colsample_bylevel': 0.8863483475966206}, Value: 0.8079815238296538
Trial 389, Params: {'colsample_bylevel': 0.9074114748748089}, Value: 0.807822835319991
Trial 390, Params: {'colsample_bylevel': 0.9348806990787852}, Value: 0.80400482294872
Trial 391, Params: {'colsample_bylevel': 0.5928552356625654}, Value: 0.7967999071807621
Trial 392, Params: {'colsample_bylevel': 0.9982922167023793}, Value: 0.8030539503078943
Trial 393, Params: {'colsample_bylevel': 0.9656661823172986}, Value: 0.8038185226812695
Trial 394, Params: {'colsample_bylevel': 0.7896206823715001}, Value: 0.8032730990239099
Trial 395, Params: {'colsample_bylevel': 0.952503046463255}, Value: 0.8078244934972865
Trial 396, Params: {'colsample_bylevel': 0.8681372660196672}, Value: 0.8043721122864049
Trial 397, Params: {'colsample_bylevel': 0.30992435236267635}, Value: 0.8008223904433148
Trial 398, Params: {'colsample_bylevel': 0.9262110964840682}, Value: 0.8090741580368137
Trial 399, Params: {'colsample_bylevel': 0.8954863929657829}, Value: 0.8085404345041092
Trial 400, Params: {'colsample_bylevel': 0.9456436496285452}, Value: 0.808159585106473
Trial 401, Params: {'colsample_bylevel': 0.9706055744860305}, Value: 0.8047503637031823
Trial 402, Params: {'colsample_bylevel': 0.8281735436321569}, Value: 0.8068568612339673
Trial 403, Params: {'colsample_bylevel': 0.9209618187124885}, Value: 0.8072060570011015
Trial 404, Params: {'colsample_bylevel': 0.9076181133859399}, Value: 0.8075764582963838
Trial 405, Params: {'colsample_bylevel': 0.7566539197631399}, Value: 0.8061053522512142
Trial 406, Params: {'colsample_bylevel': 0.8565245671746524}, Value: 0.8052039137053939
Trial 407, Params: {'colsample_bylevel': 0.9999352486617711}, Value: 0.8054467928620956
Trial 408, Params: {'colsample_bylevel': 0.8824344336228872}, Value: 0.8006037288993489
Trial 409, Params: {'colsample_bylevel': 0.9403519330643738}, Value: 0.801355948111245
Trial 410, Params: {'colsample_bylevel': 0.9651852988202919}, Value: 0.8048281429810974
Trial 411, Params: {'colsample_bylevel': 0.7729700850326751}, Value: 0.8046482545769846
Trial 412, Params: {'colsample_bylevel': 0.8021179216405301}, Value: 0.8025473076653494
Trial 413, Params: {'colsample_bylevel': 0.9804589420867095}, Value: 0.8089959475194937
Trial 414, Params: {'colsample_bylevel': 0.9532822714227064}, Value: 0.8064421771119734
Trial 415, Params: {'colsample_bylevel': 0.24177868457555174}, Value: 0.7841743286648551
Trial 416, Params: {'colsample_bylevel': 0.9243781200473224}, Value: 0.8067010723020264
Trial 417, Params: {'colsample_bylevel': 0.9033184150668885}, Value: 0.8069585625377368
Trial 418, Params: {'colsample_bylevel': 0.8357129288119252}, Value: 0.798495128278674
Trial 419, Params: {'colsample_bylevel': 0.9438202845670354}, Value: 0.8063703065400428
Trial 420, Params: {'colsample_bylevel': 0.9780219209091726}, Value: 0.8072882120120433
Trial 421, Params: {'colsample_bylevel': 0.7173251325295511}, Value: 0.8043425311385279
Trial 422, Params: {'colsample_bylevel': 0.8788749805013492}, Value: 0.8052734980485917
Trial 423, Params: {'colsample_bylevel': 0.9285452346732292}, Value: 0.8095747389191121
Trial 424, Params: {'colsample_bylevel': 0.9154004651338358}, Value: 0.8047473657196832
Trial 425, Params: {'colsample_bylevel': 0.920982213568992}, Value: 0.8065118125015782
Trial 426, Params: {'colsample_bylevel': 0.8949294605133487}, Value: 0.8040128737172314
Trial 427, Params: {'colsample_bylevel': 0.17705719568904144}, Value: 0.778712449392136
Trial 428, Params: {'colsample_bylevel': 0.9333545738528776}, Value: 0.8026964260530699
Trial 429, Params: {'colsample_bylevel': 0.8506476164054251}, Value: 0.8060651317261985
Trial 430, Params: {'colsample_bylevel': 0.9083914583749225}, Value: 0.8043307272004527
Trial 431, Params: {'colsample_bylevel': 0.8125835200308947}, Value: 0.807614360814043
Trial 432, Params: {'colsample_bylevel': 0.9328414058837793}, Value: 0.8074777046968468
Trial 433, Params: {'colsample_bylevel': 0.8728417120055958}, Value: 0.8062846261352725
Trial 434, Params: {'colsample_bylevel': 0.8919789516254831}, Value: 0.8057657905477129
Trial 435, Params: {'colsample_bylevel': 0.9490654249936112}, Value: 0.8069260511913263
Trial 436, Params: {'colsample_bylevel': 0.9171886392929596}, Value: 0.8086212753633631
Trial 437, Params: {'colsample_bylevel': 0.7408419669158739}, Value: 0.8025923114799631
Trial 438, Params: {'colsample_bylevel': 0.9594199566502024}, Value: 0.8063023593795171
Trial 439, Params: {'colsample_bylevel': 0.9339527790532246}, Value: 0.8044923509041079
Trial 440, Params: {'colsample_bylevel': 0.9038928765206106}, Value: 0.8043417371481055
Trial 441, Params: {'colsample_bylevel': 0.9484835147086996}, Value: 0.8103754050950915
Trial 442, Params: {'colsample_bylevel': 0.5289777964326904}, Value: 0.7924854528516129
Trial 443, Params: {'colsample_bylevel': 0.9288139335180335}, Value: 0.8041120423750258
Trial 444, Params: {'colsample_bylevel': 0.780711186743354}, Value: 0.8054707093844167
Trial 445, Params: {'colsample_bylevel': 0.8896670833176525}, Value: 0.8021454302099645
Trial 446, Params: {'colsample_bylevel': 0.9426277848268452}, Value: 0.8095648471668053
Trial 447, Params: {'colsample_bylevel': 0.9459262681155197}, Value: 0.8033272975768082
Trial 448, Params: {'colsample_bylevel': 0.9167365888283533}, Value: 0.8090191769865516
Trial 449, Params: {'colsample_bylevel': 0.9522543499929771}, Value: 0.8092768417509802
Trial 450, Params: {'colsample_bylevel': 0.9358878977779481}, Value: 0.8084775728445417
Trial 451, Params: {'colsample_bylevel': 0.4021915967804671}, Value: 0.7912214504801744
Trial 452, Params: {'colsample_bylevel': 0.915005629364229}, Value: 0.8051163310653962
Trial 453, Params: {'colsample_bylevel': 0.9492782877966209}, Value: 0.8076025470496322
Trial 454, Params: {'colsample_bylevel': 0.9319882723449716}, Value: 0.8085111762595698
Trial 455, Params: {'colsample_bylevel': 0.9592927011385126}, Value: 0.8062759996270019
Trial 456, Params: {'colsample_bylevel': 0.6944802924488775}, Value: 0.8073729392856406
Trial 457, Params: {'colsample_bylevel': 0.9060870570219041}, Value: 0.8024940480379389
Trial 458, Params: {'colsample_bylevel': 0.9306485092542749}, Value: 0.8056384177728185
Trial 459, Params: {'colsample_bylevel': 0.963411219593203}, Value: 0.8049201918468073
Trial 460, Params: {'colsample_bylevel': 0.8974859726238382}, Value: 0.8055357097405296
Trial 461, Params: {'colsample_bylevel': 0.9438557876588767}, Value: 0.8056647881207111
Trial 462, Params: {'colsample_bylevel': 0.9194488741753768}, Value: 0.806370887484601
Trial 463, Params: {'colsample_bylevel': 0.8867251497893273}, Value: 0.8058525752102994
Trial 464, Params: {'colsample_bylevel': 0.9678148000425741}, Value: 0.8059299900275085
Trial 465, Params: {'colsample_bylevel': 0.912743135502138}, Value: 0.8042248735951176
Trial 466, Params: {'colsample_bylevel': 0.9387505745119095}, Value: 0.8079345594573162
Trial 467, Params: {'colsample_bylevel': 0.8765179163781843}, Value: 0.8033431954612367
Trial 468, Params: {'colsample_bylevel': 0.9524993862649926}, Value: 0.8078244934972865
Trial 469, Params: {'colsample_bylevel': 0.9246811020244152}, Value: 0.8030782237499163
Trial 470, Params: {'colsample_bylevel': 0.9747394797305353}, Value: 0.8098835210100065
Trial 471, Params: {'colsample_bylevel': 0.991049941366861}, Value: 0.8063288075917852
Trial 472, Params: {'colsample_bylevel': 0.9786202058810123}, Value: 0.8085656664432822
Trial 473, Params: {'colsample_bylevel': 0.9644017520236926}, Value: 0.8040805978636877
Trial 474, Params: {'colsample_bylevel': 0.9779742991733615}, Value: 0.8072882120120433
Trial 475, Params: {'colsample_bylevel': 0.9521779925791884}, Value: 0.8068128191046158
Trial 476, Params: {'colsample_bylevel': 0.969643043032329}, Value: 0.804886225764309
Trial 477, Params: {'colsample_bylevel': 0.9881526856099668}, Value: 0.8010343934074754
Trial 478, Params: {'colsample_bylevel': 0.8664093609367886}, Value: 0.8068639026371013
Trial 479, Params: {'colsample_bylevel': 0.9032917073158433}, Value: 0.8069585625377368
Trial 480, Params: {'colsample_bylevel': 0.7586289425773335}, Value: 0.8001493321886132
Trial 481, Params: {'colsample_bylevel': 0.9574858921857685}, Value: 0.8057697649902826
Trial 482, Params: {'colsample_bylevel': 0.9381857808092092}, Value: 0.8069922090593028
Trial 483, Params: {'colsample_bylevel': 0.8914916466605662}, Value: 0.8074421945636102
Trial 484, Params: {'colsample_bylevel': 0.9999759565560961}, Value: 0.805899828259971
Trial 485, Params: {'colsample_bylevel': 0.918927824893823}, Value: 0.8060160851086104
Trial 486, Params: {'colsample_bylevel': 0.9723352924239015}, Value: 0.8059697276976511
Trial 487, Params: {'colsample_bylevel': 0.9509755917181989}, Value: 0.8059037887700333
Trial 488, Params: {'colsample_bylevel': 0.9279895631788952}, Value: 0.8071958723608997
Trial 489, Params: {'colsample_bylevel': 0.9023064303611456}, Value: 0.8071313810047875
Trial 490, Params: {'colsample_bylevel': 0.7283215356292914}, Value: 0.8019586403035802
Trial 491, Params: {'colsample_bylevel': 0.9601072215329234}, Value: 0.8048852701814792
Trial 492, Params: {'colsample_bylevel': 0.9383175707234218}, Value: 0.8076112503226665
Trial 493, Params: {'colsample_bylevel': 0.864941752802008}, Value: 0.8045205285840666
Trial 494, Params: {'colsample_bylevel': 0.9776890964724264}, Value: 0.8065275682214945
Trial 495, Params: {'colsample_bylevel': 0.9097659218502422}, Value: 0.8086612263813165
Trial 496, Params: {'colsample_bylevel': 0.9442725586463431}, Value: 0.8078628624669177
Trial 497, Params: {'colsample_bylevel': 0.8869380942644391}, Value: 0.8050654202305598
Trial 498, Params: {'colsample_bylevel': 0.9214710150196066}, Value: 0.80540227223166
